File;UUID;English;Russian
Ln\ayylmao.lsx;AMER_SKILLBOOK_Cruelty;"<font color=""c7a758"">Cruelty Skillbook</font>";
Ln\ayylmao.lsx;AMER_Cruelty;Cruelty;
Ln\ayylmao.lsx;AMER_CrueltyDebuff;"<font color=""c80000"">Cruelty</font>";
Ln\ayylmao.lsx;AMER_CrueltyArmorPen4;"<font color=""c80000"">Cruelty</font>";
Ln\ayylmao.lsx;AMER_CrueltyArmorPen8;"<font color=""c80000"">Cruelty</font>";
Ln\ayylmao.lsx;AMER_CrueltyArmorPen16;"<font color=""c80000"">Cruelty</font>";
Ln\ayylmao.lsx;AMER_CrueltyArmorPen20;"<font color=""c80000"">Cruelty</font>";
Ln\ayylmao.lsx;AMER_CrueltyArmorPen40;"<font color=""c80000"">Cruelty</font>";
Ln\ayylmao.lsx;AMER_CrueltyArmorPen60;"<font color=""c80000"">Cruelty</font>";
Ln\ayylmao.lsx;AMER_TEST_200;200;
Ln\ayylmao.lsx;AMER_TEST_100;100;
Ln\ayylmao.lsx;AMER_TEST_50;50;
Ln\ayylmao.lsx;AMER_TEST_40;40;
Ln\ayylmao.lsx;AMER_TEST_20;20;
Ln\ayylmao.lsx;AMER_TEST_10;10;
Ln\ayylmao.lsx;AMER_TEST_5;5;
Ln\ayylmao.lsx;AMER_TEST_4;4;
Ln\ayylmao.lsx;AMER_TEST_2;2;
Ln\ayylmao.lsx;AMER_TEST_1;1;
Ln\ayylmao.lsx;AMER_SKILL_HeatMetal_DisplayName;Heat Metal;
Ln\ayylmao.lsx;AMER_SKILL_HeatMetal_Description;Concentrate on the armor of your target, causing rapid vibrations and heating it to an extreme temperature. [2] damage is dealt from the heat, increasing against those who are heavily armored.;
Ln\ayylmao.lsx;AMER_SKILL_HeatMetal_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    9 Intelligence<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [1]<br>Armor: [3]<br>Armored targets suffer increased damage.<br>Targets can take up to 300% increased damage.</font><br><br>Warm targets are more susceptible to fire damage but are resistant to water. Warm targets that are warmed again become burned. Warm increases the chance to be Burned by 30%.</p>";
Ln\ayylmao.lsx;AMER_ApplyHeatMetal;Heat Metal;
Ln\ayylmao.lsx;AMER_SKILLBOOK_HeatMetal;Heat Metal Skillbook;
Ln\ayylmao.lsx;AMER_SKILL_Boil_DisplayName;Boil;Кипячение
Ln\ayylmao.lsx;AMER_SKILL_Boil_Description;"Boil the water that surrounds your target, causing [2] damage. 150% extra damage is dealt if the target is Wet or standing in water; or 300% if both.";
Ln\ayylmao.lsx;AMER_SKILL_Boil_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    10 Intelligence<br>    •    3 Pyrokinetic<br>    •    Cooldown -3 at 13 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [1]<br>Water under the target becomes Steam.<br>Removes Wet from the target.</font><br><br>&quot;Let&apos;s get cookin&apos;!&quot;</p>";
Ln\ayylmao.lsx;AMER_SKILLBOOK_Boil;"<font color=""c7a758"">Boil Skillbook</font>";"<font color=""c7a758"">Книга навыка «Кипячение»</font>"
Ln\ayylmao.lsx;AMER_ApplyBoil;Boil;Кипячение
Ln\ayylmao.lsx;AMER_STATUS_Balance;"<font color=""5fbd00"">Balance</font>";
Ln\ayylmao.lsx;AMER_STATUS_BalanceStill;"is still <font color=""5fbd00"">Balanced</font>.";
Ln\ayylmao.lsx;AMER_STATUS_BalanceNoLonger;"is no longer <font color=""5fbd00"">Balanced</font>.";
Ln\ayylmao.lsx;AMER_STATUS_BalanceFail;"is <font color=""5fbd00"">Balanced</font>.";
Ln\ayylmao.lsx;AMER_STATUS_BalanceSave;"saved against <font color=""5fbd00"">Balance</font>.";
Ln\ayylmao.lsx;AMER_SKILL_Balance_DisplayName;Balance;
Ln\ayylmao.lsx;AMER_SKILL_Balance_Description;Conjure a poisonous parasite within your target, who deals [2] damage, poisons, and heals your nearby allies each turn.;
Ln\ayylmao.lsx;AMER_SKILL_Balance_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    11 Intelligence<br>    •    4 Geomancer<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [1]<br>Saving Throw: Grit<br>Heals allies within 3.0m of the target.<br>Additionally heals 3% of maximum vitality +1% per Intelligence above recommended.</font><br><br>&quot;Nature's servant awaits.&quot;</p>";
Ln\ayylmao.lsx;AMER_STATUS_ApplyBalance;Balance;
Ln\ayylmao.lsx;AMER_SKILLBOOK_Balance;"<font color=""c7a758"">Balance Skillbook</font>";
Ln\ayylmao.lsx;AMER_SKILL_Fallow_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    10 Intelligence<br>    •    3 Geomancer<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [2]<br>Zombie allies can be healed by drained AP.<br>An ally's AP is only drained enough to be fully healed.</font><br><br>&quot;Seeking the company of plants ensures that your wits will go to seed.&quot;</p>";
Ln\ayylmao.lsx;AMER_SKILL_Fallow_Description;"Drain the energy of your target to seal its wounds. Drains up to 4 AP from an ally, if it is available; each point of AP drained restores 4% of the target's maximum vitality +2% per Intelligence above recommended. If cast on an enemy, all stored AP is drained and no additional healing occurs.";
Ln\ayylmao.lsx;AMER_SKILL_Fallow_DisplayName;Fallow;
Ln\ayylmao.lsx;AMER_SKILLBOOK_Fallow;"<font color=""c7a758"">Fallow Skillbook</font>";
Ln\ayylmao.lsx;AMER_ApplyFallow;Fallow;
Ln\ayylmao.lsx;AMER_RES_Crushing1;maximum Crushing Resistance;
Ln\ayylmao.lsx;AMER_RES_Crushing2;maximum Crushing Resistance;
Ln\ayylmao.lsx;AMER_RES_Crushing4;maximum Crushing Resistance;
Ln\ayylmao.lsx;AMER_RES_Crushing8;maximum Crushing Resistance;
Ln\ayylmao.lsx;AMER_RES_Crushing16;maximum Crushing Resistance;
Ln\ayylmao.lsx;AMER_RES_Crushing32;maximum Crushing Resistance;
Ln\ayylmao.lsx;AMER_RES_Crushing64;maximum Crushing Resistance;
Ln\ayylmao.lsx;AMER_RES_Crushing128;maximum Crushing Resistance;
Ln\ayylmao.lsx;AMER_RES_Crushing256;maximum Crushing Resistance;
Ln\ayylmao.lsx;AMER_RES_Slashing1;maximum Slashing Resistance;
Ln\ayylmao.lsx;AMER_RES_Slashing2;maximum Slashing Resistance;
Ln\ayylmao.lsx;AMER_RES_Slashing4;maximum Slashing Resistance;
Ln\ayylmao.lsx;AMER_RES_Slashing8;maximum Slashing Resistance;
Ln\ayylmao.lsx;AMER_RES_Slashing16;maximum Slashing Resistance;
Ln\ayylmao.lsx;AMER_RES_Slashing32;maximum Slashing Resistance;
Ln\ayylmao.lsx;AMER_RES_Slashing64;maximum Slashing Resistance;
Ln\ayylmao.lsx;AMER_RES_Slashing128;maximum Slashing Resistance;
Ln\ayylmao.lsx;AMER_RES_Slashing256;maximum Slashing Resistance;
Ln\ayylmao.lsx;AMER_RES_Piercing1;maximum Piercing Resistance;
Ln\ayylmao.lsx;AMER_RES_Piercing2;maximum Piercing Resistance;
Ln\ayylmao.lsx;AMER_RES_Piercing4;maximum Piercing Resistance;
Ln\ayylmao.lsx;AMER_RES_Piercing8;maximum Piercing Resistance;
Ln\ayylmao.lsx;AMER_RES_Piercing16;maximum Piercing Resistance;
Ln\ayylmao.lsx;AMER_RES_Piercing32;maximum Piercing Resistance;
Ln\ayylmao.lsx;AMER_RES_Piercing64;maximum Piercing Resistance;
Ln\ayylmao.lsx;AMER_RES_Piercing128;maximum Piercing Resistance;
Ln\ayylmao.lsx;AMER_RES_Piercing256;maximum Piercing Resistance;
Ln\ayylmao.lsx;AMER_SKILL_Windrun_DisplayName;Windrun;
Ln\ayylmao.lsx;AMER_SKILL_Windrun_Description;Channel the air around you and focus yourself to quicken your step, cleansing slow and gaining immense movement speed in exchange for damage potential.;
Ln\ayylmao.lsx;AMER_SKILL_Windrun_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    10 Intelligence<br>    •    3 Aerotheurge<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold""><br>Base Movement Speed: +1.0<br>Movement Speed: +[1]%<br>Damage: [3]%</font><br><br>&quot;Gotta go fast!&quot;</p>";
Ln\ayylmao.lsx;AMER_SKILLBOOK_Windrun;"<font color=""c7a758"">Windrun Skillbook</font>";
Ln\ayylmao.lsx;AMER_Windrun;"<font color=""7b70d2"">Windrun</font>";
Ln\ayylmao.lsx;AMER_SKILL_EnemyVampireEnergyDrain_DisplayName;Energy Drain;
Ln\ayylmao.lsx;SKILLBOOK_Fatality;Execute Skillbook;Книга навыка «Казнь»
Ln\ayylmao.lsx;Shout_Adrenaline_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    8 Dexterity</font></p>";
Ln\ayylmao.lsx;AMER_STATUS_Lucky2;"<font color=""c1a257"">Lucky x 2!</font>";
Ln\ayylmao.lsx;AMER_STATUS_Lucky3;"<font color=""c1a257"">Lucky x 3!</font>";
Ln\ayylmao.lsx;AMER_STATUS_LuckyRez;"<font color=""c1a257"">Lucky Resurrection!</font>";
Ln\ayylmao.lsx;AMER_LuckyCombatText1;"<font color=""c1a257"">Lucky!</font> Armor increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText2;"<font color=""c1a257"">Lucky!</font> Hit Chance increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText3;"<font color=""c1a257"">Lucky!</font> Critical Chance increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText4;"<font color=""c1a257"">Lucky!</font> Damage increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText5;"<font color=""c1a257"">Lucky!</font> Resistances increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText6;"<font color=""c1a257"">Lucky!</font> Healed.";
Ln\ayylmao.lsx;AMER_LuckyCombatText7;"<font color=""c1a257"">Lucky!</font> AP Recovery increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText8;"<font color=""c1a257"">Lucky!</font> Initiative increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText9;"<font color=""c1a257"">Lucky!</font> Movement Speed increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText10;"<font color=""c1a257"">Lucky!</font> Sight increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText11;"<font color=""c1a257"">Lucky!</font> Shield Specialist increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText12;"<font color=""c1a257"">Lucky!</font> Strength increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText13;"<font color=""c1a257"">Lucky!</font> Dexterity increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText14;"<font color=""c1a257"">Lucky!</font> Intelligence increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText15;"<font color=""c1a257"">Lucky!</font> Perception increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText16;"<font color=""c1a257"">Lucky!</font> Status Ailments removed.";
Ln\ayylmao.lsx;AMER_LuckyCombatText17;"<font color=""c1a257"">Lucky!</font> Constitution increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText18;"<font color=""c1a257"">Lucky!</font> Grit increased.";
Ln\ayylmao.lsx;AMER_LuckyCombatText19;"<font color=""c1a257"">Lucky!</font> Willpower increased.";
Ln\ayylmao.lsx;AMER_Angel_Reactions0;"0 <font color=""3ba8f0"">Angel</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_Angel_Reactions1;"1 <font color=""3ba8f0"">Angel</font> reaction remaining.";
Ln\ayylmao.lsx;AMER_Angel_Reactions2;"2 <font color=""3ba8f0"">Angel</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_Angel_Reactions3;"3 <font color=""3ba8f0"">Angel</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_Angel_Recovered0;"Maximum <font color=""3ba8f0"">Angel</font> reactions are stored.";
Ln\ayylmao.lsx;AMER_Angel_Recovered1;"1 <font color=""3ba8f0"">Angel</font> reaction is recovered.";
Ln\ayylmao.lsx;AMER_Angel_Recovered2;"2 <font color=""3ba8f0"">Angel</font> reactions are recovered.";
Ln\ayylmao.lsx;AMER_Demon_Reactions0;"0 <font color=""c80000"">Demon</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_Demon_Reactions1;"1 <font color=""c80000"">Demon</font> reaction remaining.";
Ln\ayylmao.lsx;AMER_Demon_Reactions2;"2 <font color=""c80000"">Demon</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_Demon_Reactions3;"3 <font color=""c80000"">Demon</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_Demon_Recovered0;"Maximum <font color=""c80000"">Demon</font> reactions are stored.";
Ln\ayylmao.lsx;AMER_Demon_Recovered1;"1 <font color=""c80000"">Demon</font> reaction is recovered.";
Ln\ayylmao.lsx;AMER_Demon_Recovered2;"2 <font color=""c80000"">Demon</font> reactions are recovered.";
Ln\ayylmao.lsx;AMER_Predator_Recovered0;"Maximum <font color=""5fbd00"">Predator</font> reactions are stored.";
Ln\ayylmao.lsx;AMER_Predator_Recovered1;"1 <font color=""5fbd00"">Predator</font> reaction is recovered.";
Ln\ayylmao.lsx;AMER_Predator_Recovered2;"2 <font color=""5fbd00"">Predator</font> reactions are recovered.";
Ln\ayylmao.lsx;AMER_Predator_Reactions0;"0 <font color=""5fbd00"">Predator</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_Predator_Reactions1;"1 <font color=""5fbd00"">Predator</font> reaction remaining.";
Ln\ayylmao.lsx;AMER_Predator_Reactions2;"2 <font color=""5fbd00"">Predator</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_Predator_Reactions3;"3 <font color=""5fbd00"">Predator</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_STATUS_ApplyBless;"<font color=""c1a257"">Blessed</font>";
Ln\ayylmao.lsx;AMER_Bard_Reactions0;"0 <font color=""c1a257"">Bard</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_Bard_Reactions1;"1 <font color=""c1a257"">Bard</font> reaction remaining.";
Ln\ayylmao.lsx;AMER_Bard_Reactions2;"2 <font color=""c1a257"">Bard</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_Bard_Reactions3;"3 <font color=""c1a257"">Bard</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_Bard_Reactions4;"4 <font color=""c1a257"">Bard</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_Bard_Reactions5;"5 <font color=""c1a257"">Bard</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_Bard_Reactions6;"6 <font color=""c1a257"">Bard</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_Bard_Reactions7;"7 <font color=""c1a257"">Bard</font> reactions remaining.";
Ln\ayylmao.lsx;AMER_Bard_Recovered0;"Maximum <font color=""c1a257"">Bard</font> reactions are stored.";
Ln\ayylmao.lsx;AMER_Bard_Recovered1;"1 <font color=""c1a257"">Bard</font> reaction is recovered.";
Ln\ayylmao.lsx;AMER_Bard_Recovered2;"2 <font color=""c1a257"">Bard</font> reactions are recovered.";
Ln\ayylmao.lsx;AMER_BardCombatText0;"Hit Chance increased by <font color=""c1a257"">Bardic Reaction</font>!";
Ln\ayylmao.lsx;AMER_BardCombatText1;"Air Resistance increased by <font color=""c1a257"">Bardic Reaction</font>!";
Ln\ayylmao.lsx;AMER_BardCombatText2;"Water Resistance increased by <font color=""c1a257"">Bardic Reaction</font>!";
Ln\ayylmao.lsx;AMER_BardCombatText3;"Fire Resistance increased by <font color=""c1a257"">Bardic Reaction</font>!";
Ln\ayylmao.lsx;AMER_BardCombatText4;"Earth Resistance increased by <font color=""c1a257"">Bardic Reaction</font>!";
Ln\ayylmao.lsx;AMER_BardCombatText5;"Fear removed by <font color=""c1a257"">Bardic Reaction</font>!";
Ln\ayylmao.lsx;AMER_BardCombatText6;"Slow removed by <font color=""c1a257"">Bardic Reaction</font>!";
Ln\ayylmao.lsx;AMER_BardCombatText10;"Charm removed by <font color=""c1a257"">Bardic Reaction</font>!";
Ln\ayylmao.lsx;AMER_BardCombatText8;"Invisibility reapplied by <font color=""c1a257"">Bardic Reaction</font>!";
Ln\ayylmao.lsx;AMER_BardCombatText9;"Shield Specialist modified by <font color=""c1a257"">Bardic Reaction</font>!";
Ln\ayylmao.lsx;AMER_BardCombatText7;"Knocked Down removed by <font color=""c1a257"">Bardic Reaction</font>!";
Ln\ayylmao.lsx;AMER_BardCombatText11;"Haste countered by <font color=""c1a257"">Bardic Reaction</font>!";
Ln\ayylmao.lsx;AMER_BardCombatText12;"Hit Chance reduced by <font color=""c1a257"">Bardic Reaction</font>!";
Ln\ayylmao.lsx;AMER_SKILLBOOK_ColdSnap;Cold Snap Skillbook;Книга навыка «Внезапное похолодание»
Ln\ayylmao.lsx;AMER_SKILL_ColdSnap_DisplayName;Cold Snap;Внезапное похолодание
Ln\ayylmao.lsx;AMER_SKILL_ColdSnap_Description;Your target crystallizes and cracks, suffering [2] damage. 100% extra damage is dealt if the target is Wet or Chilled, while 200% extra is suffered if Frozen.;
Ln\ayylmao.lsx;AMER_SKILL_ColdSnap_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    11 Intelligence<br>    •    4 Hydrosophist<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [1]<br>Ice is created beneath the target.<br>Removes Wet, Chilled, and Frozen from the target.</font></p>";
Ln\ayylmao.lsx;AMER_ApplyColdSnap;Cold Snap;Внезапное похолодание
Ln\ayylmao.lsx;AMER_SKILLBOOK_AwesomePresence;Awesome Presence Skillbook;
Ln\ayylmao.lsx;AMER_SKILL_AwesomePresence_DisplayName;Awesome Presence;
Ln\ayylmao.lsx;AMER_SKILL_AwesomePresence_Description;You are a paragon of war, your presence awe-inspiring. The target is emboldened if allied, or Feared if hostile. Effect is greater with corpses nearby.;
Ln\ayylmao.lsx;AMER_SKILL_AwesomePresence_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    11 Strength<br>    •    4 Soldier<br>    •    Cooldown -4 at 15 Strength<br><br></font><font face=""Copperplate Gothic Bold"">Range: [1]<br>Cleanses Fear and Charm from allies.<br>Effect increases for each corpse within 5.0m, up to 3.</font><br><br>If cast on an enemy, Willpower is reduced by 1, 2, or 4. If cast on an ally, one corpse cleanses Curse and grants Encourage; two cleanse Weak and Slow, and grant Fortified; three cleanse Enervate, Borrowed Time, and Balance, and grant Bless, Haste, and Rage.</p>";
Ln\ayylmao.lsx;AMER_AwesomePresence1;"<font color=""f59000"">Awesome Presence</font>";
Ln\ayylmao.lsx;AMER_AwesomePresence2;"<font color=""f59000"">Awesome Presence</font>";
Ln\ayylmao.lsx;AMER_AwesomePresence3;"<font color=""f59000"">Awesome Presence</font>";
Ln\ayylmao.lsx;AMER_SKILLBOOK_CreepingOoze;Creeping Ooze Skillbook;
Ln\ayylmao.lsx;AMER_SKILL_CreepingOoze_DisplayName;Creeping Ooze;
Ln\ayylmao.lsx;AMER_SKILL_CreepingOoze_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    8 Intelligence<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [1]<br>Radius: [2]</font><br><br>Ooze Poisons characters and will explode when ignited.<br><br>Poisoned deals poison damage over time. Poisoned targets lose 15% Poison Resistance every turn, up to -45%.</p>";
Ln\ayylmao.lsx;AMER_SKILL_CreepingOoze_Description;Coat the target surface with a viscous, poisonous Ooze that extends under neighboring characters within 2.5m. This expansion continues from target-to-target.;
Ln\ayylmao.lsx;AMER_STATUS_DrainWillpower2;"<font color=""9b26de"">Drain Willpower</font>";"<font color=""9b26de"">Истощение воли</font>"
Ln\ayylmao.lsx;AMER_STATUS_DrainWillpowerFail;"is <font color=""9b26de"">Willpower Drained</font>.";"<font color=""9b26de"">теряет волю</font>."
Ln\ayylmao.lsx;AMER_STATUS_DrainWillpowerSave;"partially resisted <font color=""9b26de"">Drain Willpower</font>.";"пытается сопротивляться <font color=""9b26de"">истощению воли</font>."
Ln\ayylmao.lsx;AMER_STATUS_DrainWillpower1;"<font color=""9b26de"">Partial Drain Willpower</font>";"<font color=""9b26de"">Малое истощение воли</font>"
Ln\ayylmao.lsx;AMER_STATUS_ApplyDrainWillpower;"<font color=""9b26de"">Drain Willpower</font>";"<font color=""9b26de"">Истощение воли</font>"
Ln\ayylmao.lsx;Target_DrainWillpower_Description;Tarnish a target's presence of mind, reducing its Willpower by [2]. Those who resist the effect are still compromised to a lesser extent.;
Ln\ayylmao.lsx;AMER_STATUS_SoulsapFail;"is <font color=""9b26de"">Soulsapped</font>.";
Ln\ayylmao.lsx;AMER_STATUS_SoulsapSave1;"partially resisted <font color=""9b26de"">Soulsap</font>.";
Ln\ayylmao.lsx;AMER_STATUS_SoulsapSave2;"mostly resisted <font color=""9b26de"">Soulsap</font>.";
Ln\ayylmao.lsx;AMER_STATUS_ApplySoulsap;"<font color=""9b26de"">Soulsap</font>";
Ln\ayylmao.lsx;AMER_STATUS_Soulsap1;"<font color=""9b26de"">Partial Soulsap</font>";
Ln\ayylmao.lsx;AMER_STATUS_Soulsap2;"<font color=""9b26de"">Partial Soulsap</font>";
Ln\ayylmao.lsx;AMER_STATUS_Soulsap3;"<font color=""9b26de"">Soulsap</font>";
Ln\ayylmao.lsx;AMER_ApplyAwesomePresence;"<font color=""f59000"">Awesome Presence</font>";
Ln\ayylmao.lsx;Projectile_Charm_Description;Your target becomes instantly enthralled by you, carrying out any desire unquestioningly.;
Ln\ayylmao.lsx;Projectile_Silence_Description;Rob your target of the ability to produce sound, leaving them unable to perform special skills.;
Ln\ayylmao.lsx;AMER_Test;Epic Testing;
Ln\ayylmao.lsx;Subterranean Passage;Subterranean Passage;
Ln\ayylmao.lsx;Forgotten Waste;Unknown Kadath;
Ln\ayylmao.lsx;Snowbound Ledge;Snowbound Ledge;
Ln\ayylmao.lsx;Tower of Ascension;Tower of Ascension;
Ln\ayylmao.lsx;Snow Canyon;Snowblind Approach;
Ln\ayylmao.lsx;AMER_CON_RespecPotion;"<font color=""c7a758"">Source Hunter's Adaptation</font>";
Ln\ayylmao.lsx;AMER_ThickSkin1;Thick Skin;
Ln\ayylmao.lsx;AMER_ThickSkin2;Thick Skin;
Ln\ayylmao.lsx;AMER_ThickSkin3;Thick Skin;
Ln\ayylmao.lsx;AMER_ThickSkin4;Thick Skin;
Ln\ayylmao.lsx;AMER_ThickSkin5;Thick Skin;
Ln\ayylmao.lsx;AMER_AngelCombatText;"was healed by an <font color=""3ba8f0"">Angel</font> reaction.";
Ln\ayylmao.lsx;AMER_DemonCombatText;"was damaged by a <font color=""c80000"">Demon</font> reaction.";
